name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
skoda rapid 1.5 tdi at style bsiv,2017,860000,82080,diesel,individual,automatic,first owner
mahindra xuv500 w8 2wd,2012,600000,200000,diesel,individual,manual,first owner
chevrolet spark 1.0,2009,125000,70000,petrol,individual,manual,first owner
maruti 800 ac,2000,60000,40000,petrol,individual,manual,third owner
chevrolet tavera neo 3 10 seats bsiv,2010,300000,120000,diesel,individual,manual,third owner
ford fiesta 1.6 zxi duratec,2007,190000,60000,petrol,individual,manual,third owner
maruti ertiga vdi,2013,400000,110000,diesel,individual,manual,first owner
tata manza aura quadrajet bs iv,2011,260000,97000,diesel,individual,manual,second owner
maruti swift vvt vxi,2017,400000,30000,petrol,individual,manual,first owner
hyundai i20 sportz petrol,2010,250000,40000,petrol,individual,manual,first owner
hyundai grand i10 1.2 kappa asta,2019,600000,10000,petrol,individual,manual,first owner
maruti zen estilo vxi bsiv,2010,175000,52047,petrol,individual,manual,first owner
toyota innova 2.5 g (diesel) 8 seater bs iv,2011,450000,200000,diesel,individual,manual,third owner
tata tiago 1.2 revotron xza,2019,350000,15000,petrol,individual,automatic,second owner
maruti vitara brezza zdi,2018,800000,50000,diesel,individual,manual,first owner
maruti swift vxi bsiii,2011,250000,70000,petrol,individual,manual,second owner
maruti swift vxi bsiv,2019,600000,10000,petrol,individual,manual,first owner
maruti swift vdi bsiv,2017,600000,90000,diesel,individual,manual,first owner
maruti alto 800 lxi,2016,130000,40000,petrol,individual,manual,first owner
maruti wagon r lxi,2006,90000,62009,petrol,individual,manual,second owner
hyundai i20 active 1.2 s,2017,595000,33100,petrol,individual,manual,second owner
hyundai eon era plus,2014,190000,40000,petrol,individual,manual,second owner
hyundai santro gls i - euro i,1999,50000,120000,petrol,individual,manual,second owner
maruti wagon r lxi minor,2007,95000,80000,petrol,individual,manual,first owner
tata safari storme vx,2016,1000000,70000,diesel,individual,manual,first owner
mahindra scorpio rev 116,2006,220000,220000,petrol,individual,manual,second owner
mahindra bolero slx,2010,400000,50000,diesel,individual,manual,first owner
datsun go plus a,2015,315000,45000,petrol,individual,manual,second owner
toyota fortuner 4x4 mt,2014,1000000,110000,diesel,individual,manual,first owner
ford ecosport 1.5 dv5 mt titanium,2014,500000,49000,diesel,individual,manual,first owner
mahindra xuv500 w11 at bsiv,2018,1600000,35000,diesel,individual,automatic,first owner
mahindra supro vx 8 str,2017,500000,160000,diesel,individual,manual,first owner
maruti alto lx,2007,70000,180000,petrol,individual,manual,third owner
maruti 800 ac,2007,105000,60000,petrol,individual,manual,second owner
ford endeavour 2.5l 4x2 mt,2008,400000,110000,diesel,individual,manual,third owner
maruti wagon r lxi,2004,80000,60000,petrol,individual,manual,third owner
maruti alto 800 vxi,2016,300000,30000,petrol,individual,manual,first owner
mahindra kuv 100 d75 k2,2017,409999,40000,diesel,individual,manual,first owner
maruti swift glam,2009,250000,70000,petrol,individual,manual,first owner
tata new safari dicor 2.2 ex 4x2,2010,250000,120000,diesel,individual,manual,second owner
maruti swift dzire vdi,2012,215000,80000,diesel,individual,manual,third owner
toyota fortuner 4x4 mt,2015,1400000,120000,diesel,individual,manual,first owner
honda brio 1.2 vx mt,2018,475000,20000,petrol,individual,manual,first owner
honda brio 1.2 vx mt,2018,475000,22000,petrol,individual,manual,first owner
chevrolet spark 1.0 ls,2008,75000,35000,petrol,individual,manual,second owner
chevrolet sail hatchback ls abs,2013,200000,120000,diesel,individual,manual,second owner
tata tiago nrg petrol,2019,575000,8000,petrol,individual,manual,first owner
maruti ritz vdi,2011,150000,40000,diesel,individual,manual,second owner
maruti vitara brezza zdi plus,2018,850000,10000,diesel,individual,manual,first owner
hyundai santro era,2019,350000,30000,petrol,individual,manual,first owner
ford endeavour 2.5l 4x2 mt,2011,550000,54000,diesel,individual,manual,second owner
hyundai verna 1.4 vtvt,2017,330000,80577,petrol,individual,manual,first owner
honda city i-dtec v,2017,1044999,25000,diesel,individual,manual,first owner
hyundai verna 1.6 crdi,2011,300000,127500,diesel,individual,manual,second owner
hyundai eon d lite plus,2015,235000,40903,petrol,dealer,manual,first owner
ford figo petrol titanium,2011,120000,60000,petrol,individual,manual,third owner
maruti wagon r vxi,2004,130000,46000,petrol,individual,manual,first owner
ford endeavour 4x4 xlt,2004,275000,22288,diesel,dealer,manual,second owner
volkswagen jetta 2.0 tdi trendline,2011,270000,180000,diesel,individual,manual,second owner
volkswagen polo 1.5 tdi highline,2015,500000,30000,diesel,individual,manual,second owner
hyundai grand i10 sportz,2015,400000,61690,petrol,dealer,manual,first owner
hyundai i20 asta 1.2,2015,600000,64484,petrol,dealer,manual,first owner
audi q5 2.0 tdi,2012,1350000,90000,diesel,individual,automatic,second owner
renault duster 85ps diesel rxe,2013,400000,75976,diesel,dealer,manual,second owner
ford figo diesel titanium,2011,220000,70000,diesel,individual,manual,second owner
honda brio e mt,2012,300000,85962,petrol,dealer,manual,second owner
maruti omni e mpi std bs iv,2018,250000,120000,petrol,individual,manual,first owner
honda mobilio v i dtec,2015,600000,120000,diesel,individual,manual,first owner
honda brio s option at,2012,285000,75000,petrol,individual,automatic,second owner
honda accord 2.4 mt,2009,350000,57035,petrol,dealer,manual,first owner
mahindra bolero slx,2011,170000,70000,diesel,individual,manual,third owner
ford figo 1.2p ambiente mt,2015,229999,45000,petrol,individual,manual,first owner
mahindra xuv500 w6 2wd,2013,500000,72104,diesel,dealer,manual,second owner
tata nano lx,2011,75000,15000,petrol,individual,manual,first owner
hyundai i20 active 1.2 sx,2016,600000,30000,petrol,individual,manual,first owner
tata indigo ls dicor,2011,220000,80000,diesel,individual,manual,first owner
tata indica vista terra 1.4 tdi,2009,150000,164000,diesel,individual,manual,second owner
maruti alto lx,2006,65000,124439,petrol,individual,manual,second owner
maruti zen vxi,2006,120000,77000,petrol,individual,manual,second owner
maruti swift dzire vdi,2014,240000,90000,diesel,individual,manual,first owner
renault kwid 1.0 rxt optional,2017,390000,30000,petrol,individual,manual,first owner
chevrolet beat ls,2012,180000,50000,petrol,individual,manual,first owner
maruti swift vdi,2012,320000,80000,diesel,individual,manual,second owner
maruti alto 800 lxi,2018,310000,5000,petrol,individual,manual,first owner
maruti wagon r amt vxi,2018,420000,24000,petrol,individual,automatic,first owner
tata tiago nrg petrol,2019,550000,10000,petrol,individual,manual,first owner
maruti ertiga shvs vdi,2016,550000,78000,diesel,individual,manual,third owner
mahindra tuv 300 t4 plus,2018,760000,50000,diesel,individual,manual,first owner
maruti 800 ac bsii,2001,43000,100000,petrol,individual,manual,second owner
maruti omni mpi std bsiv,2018,250000,20000,petrol,individual,manual,first owner
hyundai santro magna bsiv,2019,500000,1250,petrol,individual,manual,first owner
tata zest revotron 1.2 xt,2015,380000,17152,petrol,individual,manual,first owner
mahindra xuv500 w11 option at awd,2019,1850000,5000,diesel,individual,automatic,first owner
volkswagen polo diesel trendline 1.2l,2012,350000,77000,diesel,individual,manual,first owner
hyundai verna crdi,2008,195000,90000,diesel,individual,manual,second owner
chevrolet beat ls,2011,225000,80000,petrol,individual,manual,second owner
toyota innova 2.5 g (diesel) 7 seater,2015,1125000,65000,diesel,individual,manual,first owner
tata indica vista quadrajet lx,2011,133000,80000,diesel,individual,manual,first owner
hyundai eon era plus,2013,200000,24005,petrol,individual,manual,first owner
maruti vitara brezza zdi plus,2018,940000,20000,diesel,individual,manual,first owner
renault duster 85ps diesel rxl,2014,400000,120000,diesel,individual,manual,first owner
hyundai i10 era 1.1,2009,120000,120000,petrol,individual,manual,second owner
maruti swift dzire zdi,2015,625000,80000,diesel,individual,manual,first owner
maruti swift 1.3 vxi,2005,110000,80000,petrol,individual,manual,first owner
renault duster 110ps diesel rxz,2012,490000,100000,diesel,individual,manual,first owner
maruti alto lx,2009,140000,120000,petrol,individual,manual,second owner
ford figo diesel zxi,2011,175000,149000,diesel,individual,manual,second owner
maruti wagon r lxi bsiii,2005,90000,65000,petrol,individual,manual,second owner
maruti swift ldi bsiv,2009,275000,100000,diesel,individual,manual,second owner
volkswagen vento diesel highline,2011,300000,65000,diesel,individual,manual,second owner
datsun go plus t option bsiv,2018,270000,19000,petrol,individual,manual,second owner
chevrolet beat lt,2010,130000,80000,petrol,individual,manual,second owner
maruti alto k10 vxi airbag,2015,275000,30000,petrol,individual,manual,first owner
maruti swift vdi,2012,352000,109000,diesel,individual,manual,first owner
hyundai eon lpg magna plus,2012,180000,90000,lpg,individual,manual,first owner
maruti alto lx,2012,150000,90000,petrol,individual,manual,first owner
volkswagen vento diesel highline,2011,300000,65000,diesel,individual,manual,second owner
maruti swift vdi bsiii,2010,300000,110000,diesel,individual,manual,second owner
mahindra bolero di dx 7 seater,2007,225000,120000,diesel,individual,manual,first owner
honda mobilio v i dtec,2014,600000,44000,diesel,individual,manual,first owner
maruti ertiga bsiv zxi,2015,500000,80000,petrol,individual,manual,first owner
honda br-v i-vtec s mt,2018,900000,5000,petrol,individual,manual,first owner
hyundai i20 magna 1.2,2016,600000,61000,petrol,individual,manual,first owner
toyota etios vd,2011,450000,100000,diesel,individual,manual,second owner
hyundai i10 era 1.1,2009,270000,27633,petrol,individual,manual,first owner
maruti swift vdi bsiii,2010,310000,100000,diesel,individual,manual,third owner
hyundai santro xing gls audio lpg,2012,250000,100000,lpg,individual,manual,first owner
ford figo 1.2p titanium mt,2019,700000,12586,petrol,dealer,manual,first owner
fiat avventura urban cross 1.3 multijet emotion,2018,650000,38083,diesel,dealer,manual,first owner
ford figo diesel zxi,2012,400000,55328,diesel,dealer,manual,first owner
ford figo diesel titanium,2012,425000,81632,diesel,dealer,manual,first owner
ford aspire titanium diesel bsiv,2016,600000,155201,diesel,dealer,manual,first owner
ford ecosport 1.5 tdci titanium bsiv,2013,600000,93283,diesel,dealer,manual,first owner
maruti swift ldi bsiii,2009,300000,217871,diesel,dealer,manual,first owner
ford fiesta classic 1.4 duratorq clxi,2012,450000,90165,diesel,dealer,manual,first owner
ford ecosport 1.5 dv5 mt titanium,2014,750000,101504,diesel,dealer,manual,first owner
ford figo titanium diesel bsiv,2010,325000,86017,diesel,dealer,manual,second owner
mahindra xuv500 w8 2wd,2013,900000,85036,diesel,dealer,manual,second owner
ford ikon 1.3l rocam flair,2006,180000,91086,petrol,dealer,manual,second owner
fiat punto 1.3 emotion,2013,350000,160254,diesel,dealer,manual,second owner
ford ecosport 1.5 tdci titanium bsiv,2013,600000,125531,diesel,dealer,manual,second owner
honda wr-v i-dtec v,2019,900000,60000,diesel,individual,manual,first owner
skoda laura l n k 1.9 pd,2006,350000,100000,diesel,individual,manual,first owner
maruti ritz ldi,2013,280000,90000,diesel,individual,manual,third owner
mahindra xylo d2,2009,225000,120000,diesel,individual,manual,second owner
honda city i dtec s,2014,520000,82000,diesel,individual,manual,first owner
mahindra scorpio 1.99 s4,2016,509999,60000,diesel,individual,manual,first owner
maruti baleno alpha 1.2,2019,556000,24000,petrol,individual,manual,first owner
tata indigo grand dicor,2014,225000,120000,diesel,individual,manual,first owner
honda amaze ex i-dtech,2013,325000,65000,diesel,dealer,manual,first owner
maruti swift vdi,2013,365000,65000,diesel,dealer,manual,first owner
hyundai creta 1.6 crdi sx plus,2015,850000,84000,diesel,dealer,manual,first owner
toyota etios gd sp,2013,350000,75000,diesel,dealer,manual,first owner
maruti swift vdi,2007,225000,50000,diesel,dealer,manual,first owner
maruti alto lx,2011,135000,50000,petrol,individual,manual,first owner
maruti wagon r lxi minor,2007,140000,49000,petrol,dealer,manual,first owner
maruti sx4 s cross ddis 320 delta,2016,665000,560000,diesel,dealer,manual,first owner
renault kwid rxt,2015,275000,14365,petrol,dealer,manual,first owner
toyota fortuner 2.8 4wd at bsiv,2017,2750000,41000,diesel,individual,automatic,first owner
hyundai verna 1.6 sx,2013,484999,65000,diesel,dealer,manual,first owner
maruti ciaz vdi option shvs,2015,565000,65000,diesel,dealer,manual,first owner
maruti swift dzire vdi,2013,425000,61083,diesel,dealer,manual,first owner
toyota innova 2.5 vx (diesel) 8 seater,2013,925000,75000,diesel,individual,manual,first owner
mahindra scorpio vlx 2wd airbag se bsiv,2012,565000,72000,diesel,dealer,manual,first owner
renault duster 110ps diesel rxl,2014,525000,65000,diesel,dealer,manual,first owner
hyundai tucson 2.0 e-vgt 2wd mt,2017,1650000,55000,diesel,dealer,manual,first owner
hyundai eon era plus,2015,295000,21000,petrol,dealer,manual,second owner
jaguar xf 5.0 litre v8 petrol,2012,2050000,66363,petrol,dealer,automatic,second owner
hyundai creta 1.6 vtvt at sx plus,2018,1475000,11700,petrol,dealer,automatic,first owner
hyundai verna vtvt 1.6 at sx option,2017,1100000,10000,petrol,individual,automatic,first owner
mercedes-benz gl-class 350 cdi blue efficiency,2014,4400000,100000,diesel,individual,automatic,second owner
maruti swift zxi bsiv,2016,670000,7104,petrol,trustmark dealer,manual,first owner
maruti s-cross zeta ddis 200 sh,2015,750000,45974,diesel,trustmark dealer,manual,first owner
hyundai verna 1.6 vtvt sx,2015,760000,55340,petrol,trustmark dealer,manual,first owner
volkswagen polo gti,2017,850000,20000,petrol,dealer,automatic,second owner
renault pulse rxl,2015,390000,61585,diesel,trustmark dealer,manual,first owner
maruti celerio vxi amt bsiv,2016,450000,39415,petrol,trustmark dealer,automatic,second owner
honda brio v mt,2014,425000,29654,petrol,trustmark dealer,manual,first owner
maruti baleno alpha 1.3,2016,770000,64672,diesel,trustmark dealer,manual,first owner
hyundai creta 1.6 sx automatic diesel,2015,1150000,54634,diesel,trustmark dealer,automatic,second owner
honda city i vtec v,2015,775000,66521,petrol,trustmark dealer,manual,first owner
toyota innova crysta 2.4 gx at,2018,1725000,23974,diesel,dealer,automatic,second owner
bmw 3 series 320d luxury line,2016,2150000,43000,diesel,dealer,automatic,first owner
renault duster 85ps diesel rxl,2013,450000,1000,diesel,dealer,manual,second owner
mercedes-benz c-class progressive c 220d,2018,3800000,10000,diesel,dealer,automatic,first owner
audi a4 3.0 tdi quattro,2013,1580000,86000,diesel,dealer,automatic,first owner
bmw x5 xdrive 30d xline,2019,4950000,30000,diesel,dealer,automatic,first owner
hyundai creta 1.6 crdi sx,2016,535000,52600,diesel,individual,manual,first owner
maruti sx4 vxi bsiv,2012,225000,110000,petrol,individual,manual,second owner
