name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,age_of_car,price_per_km,is_diesel,is_dealer,is_automatic,owner_priority,brand
honda mobilio v i dtec,2014,300000,150000,diesel,individual,manual,first owner,12,2.0,1,0,0,1,honda
toyota innova 2.5 g (diesel) 7 seater bs iv,2010,700000,163000,diesel,individual,manual,fourth & above owner,16,4.294478527607362,1,0,0,4,toyota
tata indica v2 2001-2011 dls bsiii,2009,90000,120000,diesel,dealer,manual,first owner,17,0.75,1,1,0,1,tata
tata indica vista tdi ls,2011,120000,120000,diesel,individual,manual,second owner,15,1.0,1,0,0,2,tata
chevrolet beat diesel ls,2012,220000,100000,diesel,individual,manual,second owner,14,2.2,1,0,0,2,chevrolet
tata zest quadrajet 1.3 75ps xe,2015,300000,140000,diesel,dealer,manual,first owner,11,2.142857142857143,1,1,0,1,tata
skoda fabia 1.2l diesel ambiente,2010,180000,87000,diesel,dealer,manual,second owner,16,2.0689655172413794,1,1,0,2,skoda
maruti 800 std,2013,170000,70000,petrol,individual,manual,first owner,13,2.4285714285714284,0,0,0,1,maruti
ford figo petrol titanium,2015,300000,50000,petrol,individual,manual,second owner,11,6.0,0,0,0,2,ford
toyota innova 2.5 vx (diesel) 8 seater,2014,1050000,70000,diesel,individual,manual,first owner,12,15.0,1,0,0,1,toyota
honda mobilio v i dtec,2014,300000,150000,diesel,individual,manual,first owner,12,2.0,1,0,0,1,honda
hyundai grand i10 1.2 crdi asta,2018,465000,25000,diesel,individual,manual,first owner,8,18.6,1,0,0,1,hyundai
chevrolet beat diesel lt,2011,130000,80000,diesel,individual,manual,second owner,15,1.625,1,0,0,2,chevrolet
datsun go plus t option petrol,2018,434999,10000,petrol,individual,manual,first owner,8,43.4999,0,0,0,1,datsun
hyundai grand i10 1.2 kappa asta,2018,500000,32000,petrol,individual,manual,first owner,8,15.625,0,0,0,1,hyundai
maruti omni mpi std bsiv,2018,200000,10000,petrol,individual,manual,first owner,8,20.0,0,0,0,1,maruti
maruti baleno alpha 1.2,2017,625000,52000,petrol,dealer,manual,first owner,9,12.01923076923077,0,1,0,1,maruti
ford fiesta classic 1.4 sxi duratorq,2006,110000,120000,diesel,individual,manual,third owner,20,0.9166666666666666,1,0,0,3,ford
hyundai elite i20 asta option bsiv,2019,800000,11240,petrol,individual,manual,first owner,7,71.17437722419929,0,0,0,1,hyundai
hyundai grand i10 crdi magna,2017,490000,66000,diesel,dealer,manual,first owner,9,7.424242424242424,1,1,0,1,hyundai
maruti ertiga shvs zdi,2017,880000,64000,diesel,dealer,manual,first owner,9,13.75,1,1,0,1,maruti
hyundai santro xing gl plus,2013,290000,49000,petrol,individual,manual,first owner,13,5.918367346938775,0,0,0,1,hyundai
tata sumo gx tc 7 str bsiii,2006,115999,100000,diesel,individual,manual,second owner,20,1.15999,1,0,0,2,tata
renault kwid rxt,2018,360000,26500,petrol,individual,manual,first owner,8,13.584905660377359,0,0,0,1,renault
maruti 800 ac,2002,65000,100000,petrol,individual,manual,second owner,24,0.65,0,0,0,2,maruti
maruti vitara brezza ldi option,2017,685000,72000,diesel,dealer,manual,first owner,9,9.51388888888889,1,1,0,1,maruti
honda jazz s,2009,300000,50000,petrol,individual,manual,first owner,17,6.0,0,0,0,1,honda
hyundai i20 1.4 sportz,2017,680000,44000,diesel,dealer,manual,first owner,9,15.454545454545455,1,1,0,1,hyundai
maruti ertiga shvs zdi plus,2017,1000000,60000,diesel,individual,manual,second owner,9,16.666666666666668,1,0,0,2,maruti
tata sumo se plus bsiii,2002,100000,120000,diesel,individual,manual,first owner,24,0.8333333333333334,1,0,0,1,tata
mahindra xylo e4,2010,160000,130000,diesel,individual,manual,first owner,16,1.2307692307692308,1,0,0,1,mahindra
maruti swift zdi bsiv,2017,450000,70000,diesel,individual,manual,first owner,9,6.428571428571429,1,0,0,1,maruti
maruti ertiga vxi,2014,600000,20000,petrol,individual,manual,first owner,12,30.0,0,0,0,1,maruti
hyundai i20 1.4 magna abs,2009,180000,60000,diesel,individual,manual,second owner,17,3.0,1,0,0,2,hyundai
maruti alto lxi,2007,100000,195000,petrol,individual,manual,first owner,19,0.5128205128205128,0,0,0,1,maruti
maruti alto lxi,2010,120000,90000,petrol,individual,manual,second owner,16,1.3333333333333333,0,0,0,2,maruti
hyundai getz gl,2006,130000,80000,petrol,individual,manual,third owner,20,1.625,0,0,0,3,hyundai
maruti wagon r lx bs iv,2011,160000,155000,petrol,individual,manual,first owner,15,1.032258064516129,0,0,0,1,maruti
mahindra bolero power plus slx,2019,860000,35000,diesel,individual,manual,first owner,7,24.571428571428573,1,0,0,1,mahindra
hyundai i20 1.2 spotz,2018,650000,20000,petrol,individual,manual,second owner,8,32.5,0,0,0,2,hyundai
maruti wagon r lxi minor,2010,100000,80000,petrol,individual,manual,second owner,16,1.25,0,0,0,2,maruti
maruti alto 800 vxi,2017,282000,20000,petrol,individual,manual,first owner,9,14.1,0,0,0,1,maruti
hyundai i20 asta (o),2009,300000,50000,petrol,individual,manual,first owner,17,6.0,0,0,0,1,hyundai
hyundai i20 asta,2010,270000,110000,petrol,individual,manual,second owner,16,2.4545454545454546,0,0,0,2,hyundai
hyundai verna 1.6 sx crdi (o),2013,550000,29000,diesel,individual,manual,first owner,13,18.96551724137931,1,0,0,1,hyundai
mahindra xylo d2 bsiv,2013,450000,120000,diesel,individual,manual,first owner,13,3.75,1,0,0,1,mahindra
mahindra bolero slx 2wd bsiii,2011,430000,70000,diesel,individual,manual,second owner,15,6.142857142857143,1,0,0,2,mahindra
maruti ertiga vxi abs,2013,350000,40000,petrol,individual,manual,first owner,13,8.75,0,0,0,1,maruti
honda brio 1.2 e mt,2017,350000,20000,petrol,individual,manual,first owner,9,17.5,0,0,0,1,honda
toyota etios liva g,2013,229999,50000,petrol,individual,manual,second owner,13,4.59998,0,0,0,2,toyota
maruti alto 800 lxi,2013,110000,50000,petrol,individual,manual,first owner,13,2.2,0,0,0,1,maruti
maruti swift dzire 1.2 vxi bsiv,2012,395000,49000,petrol,individual,manual,second owner,14,8.061224489795919,0,0,0,2,maruti
mahindra scorpio vls at 2.2 mhawk,2011,650000,70000,diesel,individual,automatic,second owner,15,9.285714285714286,1,0,1,2,mahindra
mahindra bolero slx,2011,350000,90000,diesel,individual,manual,second owner,15,3.888888888888889,1,0,0,2,mahindra
mahindra xuv500 w11 option awd,2020,1400000,25000,diesel,dealer,manual,first owner,6,56.0,1,1,0,1,mahindra
tata tiago 1.2 revotron xz,2018,360000,4000,petrol,individual,manual,first owner,8,90.0,0,0,0,1,tata
mahindra marazzo m8 8str,2018,1300000,10000,diesel,individual,manual,first owner,8,130.0,1,0,0,1,mahindra
renault duster 110ps diesel rxl,2015,800000,15000,diesel,individual,manual,first owner,11,53.333333333333336,1,0,0,1,renault
hyundai eon magna plus,2018,229999,30000,petrol,individual,manual,first owner,8,7.666633333333333,0,0,0,1,hyundai
maruti wagon r vxi,2014,315000,41000,petrol,dealer,manual,first owner,12,7.682926829268292,0,1,0,1,maruti
chevrolet spark 1.0 lt,2012,125000,28000,petrol,individual,manual,first owner,14,4.464285714285714,0,0,0,1,chevrolet
maruti baleno alpha,2019,700000,16000,petrol,individual,manual,first owner,7,43.75,0,0,0,1,maruti
hyundai eon 1.0 kappa magna plus,2015,160000,70000,petrol,individual,manual,first owner,11,2.2857142857142856,0,0,0,1,hyundai
ford figo aspire 1.2 ti-vct trend,2017,530000,10832,petrol,dealer,manual,first owner,9,48.92909896602659,0,1,0,1,ford
ford figo aspire facelift,2018,624000,14681,diesel,dealer,manual,first owner,8,42.50391662693277,1,1,0,1,ford
hyundai i10 era,2009,250000,50000,petrol,individual,manual,first owner,17,5.0,0,0,0,1,hyundai
mahindra bolero slx,2016,585000,51000,diesel,dealer,manual,first owner,10,11.470588235294118,1,1,0,1,mahindra
hyundai verna 1.4 vtvt,2015,500000,25000,petrol,individual,manual,first owner,11,20.0,0,0,0,1,hyundai
chevrolet sail 1.2 lt abs,2014,350000,30000,petrol,individual,manual,first owner,12,11.666666666666666,0,0,0,1,chevrolet
honda city i-dtec sv,2014,495000,80000,diesel,dealer,manual,first owner,12,6.1875,1,1,0,1,honda
hyundai grand i10 1.2 kappa asta,2017,500000,50000,petrol,individual,manual,first owner,9,10.0,0,0,0,1,hyundai
mahindra bolero power plus plus ac bsiv ps,2015,430000,200000,diesel,individual,manual,first owner,11,2.15,1,0,0,1,mahindra
hyundai grand i10 1.2 kappa sportz option,2013,345000,44000,petrol,dealer,manual,first owner,13,7.840909090909091,0,1,0,1,hyundai
maruti baleno sigma 1.2,2015,500000,10000,petrol,individual,manual,first owner,11,50.0,0,0,0,1,maruti
tata tiago 1.2 revotron xz,2019,425000,19600,petrol,individual,manual,first owner,7,21.683673469387756,0,0,0,1,tata
maruti wagon r lxi,2005,80000,40000,petrol,individual,manual,second owner,21,2.0,0,0,0,2,maruti
chevrolet beat diesel ls,2011,106000,50000,diesel,individual,manual,first owner,15,2.12,1,0,0,1,chevrolet
maruti a-star vxi,2009,180000,46730,petrol,individual,manual,first owner,17,3.851915257864327,0,0,0,1,maruti
datsun go a,2015,250000,40000,petrol,individual,manual,second owner,11,6.25,0,0,0,2,datsun
skoda yeti ambition 4wd,2011,350000,80000,diesel,individual,manual,first owner,15,4.375,1,0,0,1,skoda
maruti zen lxi bsii,2002,60000,80000,petrol,individual,manual,second owner,24,0.75,0,0,0,2,maruti
hyundai verna crdi 1.6 ex,2018,900000,24000,diesel,individual,manual,first owner,8,37.5,1,0,0,1,hyundai
ford aspire titanium diesel bsiv,2017,700000,21170,diesel,dealer,manual,first owner,9,33.065658951346244,1,1,0,1,ford
bmw 3 series 320d sport,2013,2000000,167223,diesel,dealer,automatic,first owner,13,11.960077262099114,1,1,1,1,bmw
maruti ertiga shvs zdi plus,2017,1000000,40000,diesel,individual,manual,first owner,9,25.0,1,0,0,1,maruti
bmw x1 sdrive 20d exclusive,2011,1375000,60000,diesel,individual,automatic,first owner,15,22.916666666666668,1,0,1,1,bmw
toyota innova crysta 2.4 vx mt,2016,1800000,141440,diesel,dealer,manual,first owner,10,12.726244343891402,1,1,0,1,toyota
chevrolet tavera neo 3 10 seats bsiv,2007,160000,120000,diesel,individual,manual,third owner,19,1.3333333333333333,1,0,0,3,chevrolet
mitsubishi outlander 2.4,2012,525000,140000,petrol,individual,automatic,first owner,14,3.75,0,0,1,1,mitsubishi
mahindra xuv500 w8 2wd,2012,850000,212814,diesel,dealer,manual,first owner,14,3.9940981326416494,1,1,0,1,mahindra
maruti baleno alpha 1.3,2019,800000,30000,diesel,individual,manual,first owner,7,26.666666666666668,1,0,0,1,maruti
ford figo aspire 1.5 tdci titanium,2017,700000,88635,diesel,dealer,manual,first owner,9,7.897557398318948,1,1,0,1,ford
maruti swift dzire vdi,2018,800000,25000,diesel,individual,manual,first owner,8,32.0,1,0,0,1,maruti
hyundai i20 1.2 spotz,2017,575000,20000,petrol,individual,manual,second owner,9,28.75,0,0,0,2,hyundai
renault duster 110ps diesel rxz,2012,350000,110000,diesel,individual,manual,second owner,14,3.1818181818181817,1,0,0,2,renault
maruti swift vdi bsiii,2008,250000,120000,diesel,individual,manual,third owner,18,2.0833333333333335,1,0,0,3,maruti
ford endeavour titanium 4x2,2011,600000,149674,diesel,dealer,manual,second owner,15,4.008712267995778,1,1,0,2,ford
mahindra scorpio 2.6 turbo 9 str,2007,370000,100000,diesel,individual,manual,third owner,19,3.7,1,0,0,3,mahindra
maruti baleno vxi,2006,80000,120000,petrol,individual,manual,third owner,20,0.6666666666666666,0,0,0,3,maruti
tata indica dlx,2003,50000,120000,diesel,individual,manual,second owner,23,0.4166666666666667,1,0,0,2,tata
hyundai verna crdi 1.6 ex,2018,900000,25000,diesel,individual,manual,first owner,8,36.0,1,0,0,1,hyundai
maruti wagon r vxi bs iv,2014,300000,35000,petrol,individual,manual,second owner,12,8.571428571428571,0,0,0,2,maruti
tata indica lsi,2002,125000,40000,petrol,individual,manual,first owner,24,3.125,0,0,0,1,tata
maruti swift dzire vdi,2015,490000,60000,diesel,individual,manual,second owner,11,8.166666666666666,1,0,0,2,maruti
toyota etios liva gd,2012,300000,50000,diesel,individual,manual,second owner,14,6.0,1,0,0,2,toyota
tata nano std,2013,55000,25000,petrol,individual,manual,fourth & above owner,13,2.2,0,0,0,4,tata
hyundai grand i10 sportz,2016,350000,25000,petrol,individual,manual,first owner,10,14.0,0,0,0,1,hyundai
hyundai grand i10 1.2 crdi asta,2019,755000,8000,diesel,individual,manual,first owner,7,94.375,1,0,0,1,hyundai
maruti ertiga shvs vdi,2017,720000,60000,diesel,individual,manual,first owner,9,12.0,1,0,0,1,maruti
mahindra bolero slx,2006,229999,200000,diesel,individual,manual,third owner,20,1.149995,1,0,0,3,mahindra
mahindra scorpio s7 140 bsiv,2018,1100000,20000,diesel,individual,manual,first owner,8,55.0,1,0,0,1,mahindra
volkswagen polo petrol comfortline 1.2l,2013,400000,100000,petrol,individual,manual,first owner,13,4.0,0,0,0,1,volkswagen
hyundai xcent 1.1 crdi base,2015,350000,70000,diesel,individual,manual,second owner,11,5.0,1,0,0,2,hyundai
chevrolet beat diesel ps,2012,159000,68000,diesel,dealer,manual,first owner,14,2.338235294117647,1,1,0,1,chevrolet
maruti swift zxi bsiv,2017,550000,38000,petrol,dealer,manual,first owner,9,14.473684210526315,0,1,0,1,maruti
maruti ritz vdi,2013,335000,80000,diesel,dealer,manual,first owner,13,4.1875,1,1,0,1,maruti
tata indigo cs emax cng glx,2014,185000,72000,cng,dealer,manual,first owner,12,2.5694444444444446,0,1,0,1,tata
maruti eeco 5 str with ac plus htr cng,2012,229999,75000,cng,dealer,manual,first owner,14,3.0666533333333335,0,1,0,1,maruti
maruti estilo lxi,2014,225000,43000,petrol,dealer,manual,first owner,12,5.232558139534884,0,1,0,1,maruti
maruti swift vxi with abs,2007,250000,120000,petrol,individual,manual,second owner,19,2.0833333333333335,0,0,0,2,maruti
tata zest quadrajet 1.3 xm,2015,400000,100000,diesel,individual,manual,first owner,11,4.0,1,0,0,1,tata
maruti swift vdi bsiv,2014,470000,163000,diesel,individual,manual,first owner,12,2.8834355828220857,1,0,0,1,maruti
maruti alto k10 vxi ags optional,2018,300000,25000,petrol,individual,automatic,first owner,8,12.0,0,0,1,1,maruti
maruti alto lx,2011,145000,25000,petrol,individual,manual,first owner,15,5.8,0,0,0,1,maruti
maruti sx4 vxi bsiii,2007,100000,90000,petrol,individual,manual,second owner,19,1.1111111111111112,0,0,0,2,maruti
mahindra scorpio sle bsiv,2014,500000,70000,diesel,individual,manual,second owner,12,7.142857142857143,1,0,0,2,mahindra
hyundai santro xing gls cng,2010,130000,98000,cng,individual,manual,second owner,16,1.3265306122448979,0,0,0,2,hyundai
chevrolet cruze ltz,2010,240000,81925,diesel,individual,manual,first owner,16,2.929508696978944,1,0,0,1,chevrolet
ford figo diesel celebration edition,2013,150000,80000,diesel,individual,manual,second owner,13,1.875,1,0,0,2,ford
renault kwid rxt optional,2017,270000,40000,petrol,individual,manual,first owner,9,6.75,0,0,0,1,renault
maruti swift dzire vdi,2014,400000,90000,diesel,individual,manual,first owner,12,4.444444444444445,1,0,0,1,maruti
hyundai eon era plus,2012,200000,46000,petrol,individual,manual,first owner,14,4.3478260869565215,0,0,0,1,hyundai
mahindra xuv500 w6 2wd,2012,550000,80000,diesel,individual,manual,first owner,14,6.875,1,0,0,1,mahindra
renault kwid 1.0 rxt optional,2018,325000,35000,petrol,individual,manual,first owner,8,9.285714285714286,0,0,0,1,renault
skoda rapid 1.5 tdi at style bsiv,2017,860000,82080,diesel,individual,automatic,first owner,9,10.477582846003898,1,0,1,1,skoda
mahindra xuv500 w8 2wd,2012,600000,200000,diesel,individual,manual,first owner,14,3.0,1,0,0,1,mahindra
chevrolet spark 1.0,2009,125000,70000,petrol,individual,manual,first owner,17,1.7857142857142858,0,0,0,1,chevrolet
maruti 800 ac,2000,60000,40000,petrol,individual,manual,third owner,26,1.5,0,0,0,3,maruti
chevrolet tavera neo 3 10 seats bsiv,2010,300000,120000,diesel,individual,manual,third owner,16,2.5,1,0,0,3,chevrolet
ford fiesta 1.6 zxi duratec,2007,190000,60000,petrol,individual,manual,third owner,19,3.1666666666666665,0,0,0,3,ford
maruti ertiga vdi,2013,400000,110000,diesel,individual,manual,first owner,13,3.6363636363636362,1,0,0,1,maruti
tata manza aura quadrajet bs iv,2011,260000,97000,diesel,individual,manual,second owner,15,2.6804123711340204,1,0,0,2,tata
maruti swift vvt vxi,2017,400000,30000,petrol,individual,manual,first owner,9,13.333333333333334,0,0,0,1,maruti
hyundai i20 sportz petrol,2010,250000,40000,petrol,individual,manual,first owner,16,6.25,0,0,0,1,hyundai
hyundai grand i10 1.2 kappa asta,2019,600000,10000,petrol,individual,manual,first owner,7,60.0,0,0,0,1,hyundai
maruti zen estilo vxi bsiv,2010,175000,52047,petrol,individual,manual,first owner,16,3.3623455722712166,0,0,0,1,maruti
toyota innova 2.5 g (diesel) 8 seater bs iv,2011,450000,200000,diesel,individual,manual,third owner,15,2.25,1,0,0,3,toyota
tata tiago 1.2 revotron xza,2019,350000,15000,petrol,individual,automatic,second owner,7,23.333333333333332,0,0,1,2,tata
maruti vitara brezza zdi,2018,800000,50000,diesel,individual,manual,first owner,8,16.0,1,0,0,1,maruti
maruti swift vxi bsiii,2011,250000,70000,petrol,individual,manual,second owner,15,3.5714285714285716,0,0,0,2,maruti
maruti swift vxi bsiv,2019,600000,10000,petrol,individual,manual,first owner,7,60.0,0,0,0,1,maruti
maruti swift vdi bsiv,2017,600000,90000,diesel,individual,manual,first owner,9,6.666666666666667,1,0,0,1,maruti
maruti alto 800 lxi,2016,130000,40000,petrol,individual,manual,first owner,10,3.25,0,0,0,1,maruti
maruti wagon r lxi,2006,90000,62009,petrol,individual,manual,second owner,20,1.4514022158073827,0,0,0,2,maruti
hyundai i20 active 1.2 s,2017,595000,33100,petrol,individual,manual,second owner,9,17.97583081570997,0,0,0,2,hyundai
hyundai eon era plus,2014,190000,40000,petrol,individual,manual,second owner,12,4.75,0,0,0,2,hyundai
hyundai santro gls i - euro i,1999,50000,120000,petrol,individual,manual,second owner,27,0.4166666666666667,0,0,0,2,hyundai
maruti wagon r lxi minor,2007,95000,80000,petrol,individual,manual,first owner,19,1.1875,0,0,0,1,maruti
tata safari storme vx,2016,1000000,70000,diesel,individual,manual,first owner,10,14.285714285714286,1,0,0,1,tata
mahindra scorpio rev 116,2006,220000,220000,petrol,individual,manual,second owner,20,1.0,0,0,0,2,mahindra
mahindra bolero slx,2010,400000,50000,diesel,individual,manual,first owner,16,8.0,1,0,0,1,mahindra
datsun go plus a,2015,315000,45000,petrol,individual,manual,second owner,11,7.0,0,0,0,2,datsun
toyota fortuner 4x4 mt,2014,1000000,110000,diesel,individual,manual,first owner,12,9.090909090909092,1,0,0,1,toyota
ford ecosport 1.5 dv5 mt titanium,2014,500000,49000,diesel,individual,manual,first owner,12,10.204081632653061,1,0,0,1,ford
mahindra xuv500 w11 at bsiv,2018,1600000,35000,diesel,individual,automatic,first owner,8,45.714285714285715,1,0,1,1,mahindra
mahindra supro vx 8 str,2017,500000,160000,diesel,individual,manual,first owner,9,3.125,1,0,0,1,mahindra
maruti alto lx,2007,70000,180000,petrol,individual,manual,third owner,19,0.3888888888888889,0,0,0,3,maruti
maruti 800 ac,2007,105000,60000,petrol,individual,manual,second owner,19,1.75,0,0,0,2,maruti
